i,Jsm,Jc,R
592.627262816482,1390466303354.79,5816379510.89681,239.060450018743
593.09176038981,1390634562007.25,5819822301.7852,238.947942032642
593.55649962812,1390802728763.5,5823266283.34017,238.835502464048
594.021480588014,1390970803612.44,5826711455.6763,238.723131253973
594.486703326012,1391138786542.96,5830157818.90821,238.61082834349
594.952167898624,1391306677543.96,5833605373.15049,238.49859367374
595.417874362368,1391474476604.35,5837054118.51778,238.386427185926
595.883822773782,1391642183713.03,5840504055.12465,238.274328821321
596.35001318939,1391809798858.93,5843955183.08577,238.162298521258
596.816445665704,1391977322030.96,5847407502.51575,238.050336227137
597.283120259236,1392144753218.06,5850861013.52924,237.938441880422
597.750037026496,1392312092409.16,5854315716.24088,237.826615422644
598.217196024007,1392479339593.2,5857771610.76533,237.714856795394
598.684597308312,1392646494759.14,5861228697.21724,237.603165940332
599.15224093583,1392813557895.93,5864686975.71128,237.49154279918
599.620126963138,1392980528992.52,5868146446.36214,237.379987313724
