i,DeltaG_kBT_single_S_1p29,DeltaG_kBT_single_S_1p39,DeltaG_kBT_single_S_1p59
1.34691545776167,0.510384300587959,0.484551909904746,0.438039933951055
1.34895636115514,0.513274520820834,0.487289753170194,0.440503418024133
1.35100056246416,0.516168168785717,0.490030777940234,0.442969640262128
1.35304806741566,0.519065249122022,0.492774988426699,0.445438604107001
1.35509888174569,0.521965766476873,0.495522388848449,0.447910313006513
1.35715301120282,0.524869725504148,0.498272983430164,0.45038477041256
1.35921046154565,0.527777130865045,0.501026776403099,0.45286197978227
1.36127123854341,0.530687987228133,0.503783772005083,0.455341944577912
1.36333534797628,0.533602299269185,0.50654397448033,0.457824668266668
1.36540279563559,0.536520071671076,0.509307388079327,0.460310154320496
1.36747358732278,0.539441309124234,0.512074017059357,0.462798406216788
1.36954772885134,0.542366016326044,0.514843865683762,0.46528942743738
1.37162522604449,0.545294197981508,0.517616938222771,0.46778322146968
1.373706084737,0.548225858802712,0.520393238952841,0.470279791805778
1.37579031077463,0.551161003509126,0.523172772156985,0.472779141942841
1.37787791001376,0.554099636827631,0.525955542124839,0.475281275383227
1.37996888832228,0.557041763492359,0.528741553152431,0.477786195634144
1.38206325157868,0.559987388244808,0.531530809542359,0.480293906207943
1.38416100567214,0.562936515834032,0.534323315603983,0.482804410622301
1.38626215650401,0.565889151016212,0.537119075652882,0.485317712399474
1.38836670998537,0.568845298555153,0.539918094011529,0.487833815067307
1.39047467203965,0.57180496322188,0.542720375008696,0.490352722158287
1.39258604860043,0.574768149795093,0.545525922980075,0.492874437210451
1.39470084561345,0.577734863060559,0.548334742267512,0.495398963766358
1.39681906903469,0.580705107811852,0.551146837219901,0.497926305374237
1.3989407248317,0.583678888849922,0.553962212192644,0.500456465587273
1.40106581898293,0.586656210983176,0.556780871547789,0.502989447963827
1.4031943574792,0.589637079027331,0.559602819653769,0.505525256066988
1.40532634632086,0.592621497806004,0.562428060886206,0.508063893465744
1.40746179152086,0.595609472150064,0.565256599627031,0.510605363733707
1.40960069910313,0.598601006897875,0.568088440264854,0.513149670449687
1.41174307510272,0.601596106895516,0.570923587195167,0.515696817197886
1.41388892556649,0.604594776996463,0.57376204481998,0.518246807567427
1.41603825655189,0.607597022062019,0.576603817548335,0.520799645153053
1.4181910741287,0.610602846960719,0.579448909795589,0.523355333554155
1.42034738437725,0.613612256569055,0.582297325984268,0.525913876375881
